,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Vol,Taker Buy Quote Asset Vol,Ignore?
441,1510428600000,0.050084,0.050565,0.049402,0.050099,1072.348,1510430399999,53.55663171,1160,437.158,21.85388011,189188.740777
442,1510430400000,0.05017,0.050855,0.049947,0.050529,828.472,1510432199999,41.66144205,813,461.621,23.2405975,189565.290773
443,1510432200000,0.050198,0.051,0.049308,0.049602,2147.674,1510433999999,108.17124426,1252,1337.039,67.53078926,189369.903733
444,1510434000000,0.049602,0.049776,0.049114,0.049351,1097.735,1510435799999,54.28701879,665,533.158,26.39578987,189102.765205
445,1510435800000,0.049351,0.049556,0.048633,0.048667,1179.828,1510437599999,57.91462808,578,587.169,28.83771248,188920.479061
446,1510437600000,0.048878,0.049742,0.048538,0.0496,839.786,1510439399999,41.4656582,710,352.198,17.4024678,189273.463255
447,1510439400000,0.049737,0.050256,0.049401,0.049966,1388.28,1510441199999,69.27032828,659,846.03,42.22846282,189006.135603
448,1510441200000,0.049978,0.05119,0.049871,0.050018,828.979,1510442999999,41.61639378,556,418.485,21.06149058,188829.026213
449,1510443000000,0.050069,0.0501,0.049324,0.049649,1126.164,1510444799999,56.08822577,841,454.005,22.62026851,189047.139958
450,1510444800000,0.049579,0.050012,0.049437,0.049548,1098.704,1510446599999,54.64005669,544,588.947,29.29566283,188996.787128
451,1510446600000,0.049567,0.049986,0.04943,0.049763,1046.005,1510448399999,51.93491504,741,525.665,26.11901177,189088.310235
452,1510448400000,0.049775,0.049927,0.049459,0.049559,1372.267,1510450199999,68.29583834,839,695.268,34.63298673,188768.164175
453,1510450200000,0.049567,0.049982,0.04955,0.049892,1468.071,1510451999999,73.04855315,708,724.068,36.04289323,189104.524407
454,1510452000000,0.04988,0.05025,0.049737,0.050009,2253.252,1510453799999,112.61063898,1120,985.602,49.28774862,189344.904929
455,1510453800000,0.049872,0.0501,0.049558,0.049883,1672.118,1510455599999,83.29904551,1008,802.604,40.01219959,189428.52422
456,1510455600000,0.049882,0.050172,0.049724,0.050141,3514.63,1510457399999,175.60093776,2411,1548.065,77.41063712,189380.900346
457,1510457400000,0.050098,0.050817,0.04955,0.050389,4622.867,1510459199999,231.69886281,2917,2030.524,101.90624469,189623.660079
458,1510459200000,0.050018,0.051045,0.049999,0.050951,2943.414,1510460999999,148.60536947,2278,1147.352,57.92756428,190808.485938
459,1510461000000,0.050951,0.051358,0.0502,0.051358,2317.343,1510462799999,117.75585143,1730,1023.76,52.10975283,190867.998372
460,1510462800000,0.051357,0.0535,0.051004,0.052717,4144.416,1510464599999,217.12763571,2958,1857.13,97.3415445,190674.366252
461,1510464600000,0.052686,0.054,0.052164,0.052613,3698.358,1510466399999,196.73328513,1888,1600.879,85.27382152,190506.613854
462,1510466400000,0.052613,0.0536,0.05225,0.052501,3195.672,1510468199999,168.95887763,2294,1523.696,80.63163515,191096.838742
463,1510468200000,0.052839,0.053722,0.050834,0.053674,7181.76,1510469999999,377.98733062,4270,3164.135,166.96945341,191787.5448
464,1510470000000,0.053349,0.05388,0.0476,0.049145,6894.456,1510471799999,346.05086833,3801,3720.339,187.40483403,193902.652995
465,1510471800000,0.049144,0.049694,0.048025,0.0489,3134.878,1510473599999,153.87187171,2387,1632.53,80.25064191,194577.501538
466,1510473600000,0.04877,0.04895,0.04571,0.047591,4951.488,1510475399999,234.92054547,3517,2474.575,117.36117815,195450.593899
467,1510475400000,0.047591,0.048998,0.0452,0.048096,4085.827,1510477199999,196.08760815,2349,1858.273,89.52666985,195646.315382
468,1510477200000,0.048002,0.049648,0.047998,0.049363,2180.845,1510478999999,106.6832486,1554,988.337,48.37137643,195520.310132
469,1510479000000,0.049363,0.049386,0.046638,0.048284,2509.411,1510480799999,121.00865424,1786,1274.499,61.48214143,196394.626429
470,1510480800000,0.048279,0.048288,0.047117,0.047699,1594.101,1510482599999,76.14189079,1034,632.029,30.25558753,196444.248083
471,1510482600000,0.047599,0.048155,0.046629,0.046701,1790.373,1510484399999,85.22855575,1196,742.693,35.41552773,197179.589663
472,1510484400000,0.046702,0.047261,0.045632,0.046439,1899.711,1510486199999,88.4572891,1393,1072.716,49.97905437,197375.875988
473,1510486200000,0.046451,0.0475,0.045714,0.047093,1747.692,1510487999999,81.84352649,1457,813.962,38.16849239,197547.261974
474,1510488000000,0.047092,0.04777,0.04679,0.047769,2894.568,1510489799999,137.07059914,2301,1463.312,69.41017735,197737.276807
475,1510489800000,0.047406,0.048458,0.047058,0.048,7119.845,1510491599999,340.47476028,5149,3615.359,173.36018083,197667.773558
476,1510491600000,0.048143,0.05,0.047501,0.04903,11457.517,1510493399999,561.60022828,10837,5606.315,275.4943041,198151.898099
477,1510493400000,0.04903,0.04975,0.045736,0.048815,7167.658,1510495199999,349.92031043,6824,3444.033,168.68971214,195869.133795
478,1510495200000,0.048636,0.049436,0.04708,0.048501,5423.821,1510496999999,262.33897441,5363,2720.274,132.01045254,196097.884995
479,1510497000000,0.049005,0.04976,0.04803,0.04975,5109.576,1510498799999,249.41704447,4471,2666.868,130.50707132,196319.935804
480,1510498800000,0.049748,0.049997,0.048648,0.049127,6394.699,1510500599999,316.21622911,6143,2953.844,146.32119794,196518.251232
481,1510500600000,0.049128,0.049603,0.04832,0.049482,4267.777,1510502399999,208.8838264,3508,2116.517,103.74234138,196538.855051
482,1510502400000,0.04935,0.05,0.049076,0.04967,4823.66,1510504199999,239.30413952,4223,2328.74,115.67958252,196242.018525
483,1510504200000,0.049853,0.0514,0.049666,0.050957,7566.625,1510505999999,382.34581571,6825,3712.548,187.98549673,196298.012089
484,1510506000000,0.050958,0.051671,0.050704,0.050796,9164.857,1510507799999,470.15282308,8405,5090.122,261.43685708,196135.137906
485,1510507800000,0.050797,0.05263,0.050763,0.052211,7946.594,1510509599999,411.13421915,9514,3771.193,195.48833118,196063.028059
486,1510509600000,0.052215,0.052438,0.050763,0.051379,6436.784,1510511399999,333.41302839,7063,3566.066,185.05713766,196255.092043
487,1510511400000,0.051152,0.05238,0.050674,0.050853,5909.734,1510513199999,305.61412712,5990,3079.7,159.59510346,196419.618478
488,1510513200000,0.050979,0.051098,0.050549,0.050818,4289.77,1510514999999,218.08876863,5331,2169.745,110.42647301,196213.2567
489,1510515000000,0.050705,0.051491,0.050622,0.051206,6963.909,1510516799999,355.48539392,4754,3461.975,176.91434182,196196.925335
490,1510516800000,0.051257,0.051752,0.050947,0.051449,5897.174,1510518599999,302.75904083,4377,2982.126,153.27183918,196083.703773
491,1510518600000,0.051447,0.051724,0.051175,0.051718,2107.488,1510520399999,108.31216392,1586,953.512,49.07729845,196093.381445
492,1510520400000,0.051619,0.05296,0.051605,0.052701,4220.345,1510522199999,221.6426326,3432,2228.445,117.13607682,196157.260676
493,1510522200000,0.052701,0.052862,0.052036,0.052558,2446.909,1510523999999,128.60683468,2055,1156.054,60.80487956,196256.818356
494,1510524000000,0.052551,0.053,0.052195,0.052742,3008.406,1510525799999,158.39815032,1615,1516.758,79.9328266,196027.599482
495,1510525800000,0.052742,0.05358,0.052429,0.053425,2069.224,1510527599999,109.78554956,1242,985.837,52.37235184,195814.330042
496,1510527600000,0.053425,0.053831,0.053169,0.053665,1873.885,1510529399999,100.27806557,1143,765.223,40.99365168,194695.324813
497,1510529400000,0.053715,0.053735,0.051753,0.052038,2501.507,1510531199999,131.47201548,1188,1033.896,54.21558153,194784.514766
498,1510531200000,0.052094,0.0521,0.051327,0.052002,1651.73,1510532999999,85.34266159,830,850.641,43.9816127,194576.568257
499,1510533000000,0.052002,0.052069,0.051551,0.051813,935.93,1510534799999,48.45778503,450,378.65,19.61453742,194946.305271
